ID,Name,Description,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
11D5EDE5CF43EE6FA131900D77195344,tʼ,LATIN SMALL LETTER T - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
F62AFB705D2A2D30BB41CF3FBE917891,x,LATIN SMALL LETTER X,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
65A2A98D5831A675356CA6D0AB9F73AC,x͈,LATIN SMALL LETTER X - COMBINING DOUBLE VERTICAL LINE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,+,-,-,-
CC1E157E56BC1B4B281FF3ACD292F7DF,xʷ,LATIN SMALL LETTER X - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
880758BD5ED63807802C1F6642E8BA81,x͈ʷ,LATIN SMALL LETTER X - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,+,-,-,-
E77FDA2EAABA78B3E55A968B2257CF26,z,LATIN SMALL LETTER Z,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
DAC6AC8BCA2D24EFF188A7129D280801,ʒ,LATIN SMALL LETTER EZH,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
24934115EB451EB20C91AC9D2AD62537,χ,GREEK SMALL LETTER CHI,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
E9371402620AF8436610DD6992BD6C1E,χ͈,GREEK SMALL LETTER CHI - COMBINING DOUBLE VERTICAL LINE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,+,-,-,-
26770129337E78245F6006266F845267,χʷ,GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
17BDE6F898F295650E138E67E1A08E19,χ͈ʷ,GREEK SMALL LETTER CHI - COMBINING DOUBLE VERTICAL LINE BELOW - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,+,-,-,-
1AA8835FD9E691ED7B29A34F2DBBD907,a̟ː,LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,0,-,0,-,-,+,-,-,-,0,-,-,0
3E15E4709C8D94D0EEC18D2D6CA7F316,ç̟,LATIN SMALL LETTER C WITH CEDILLA - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
7E92332057C9E596A64F461CBA82AF22,d̻,LATIN SMALL LETTER D - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
414D673146D17C45361E43106C4235B9,d̻z̻,LATIN SMALL LETTER D - COMBINING SQUARE BELOW - LATIN SMALL LETTER Z - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
7B6489AE98B6E326169F03D41D94EF20,e̞ː,LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,-,-,0
E9816BABF98BFDAB39019D860D8C458F,ɜ,LATIN SMALL LETTER REVERSED OPEN E,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
86E80A7DA80F7F58CA76F85BACA48F86,f,LATIN SMALL LETTER F,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
0C22248269ACD60E1AD1F2639D5A6626,fʼ,LATIN SMALL LETTER F - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
A75CBBD9298B4A64E9E1D2E5F7E93EC2,ɡ̟ʲ,LATIN SMALL LETTER SCRIPT G - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
B95529318452F7E00AE69C18EBE1E0F2,ɡʷ,LATIN SMALL LETTER SCRIPT G - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
64BE904ADBB13847AFFE6ACB03371049,ɣ̟ʲ,LATIN SMALL LETTER GAMMA - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
010B4A2C6472D9909A0AE8C30FA45593,ɦ,LATIN SMALL LETTER H WITH HOOK,consonant,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
FBC318499AE630AC597F813B3DE2F87A,ʝ̟,LATIN SMALL LETTER J WITH CROSSED-TAIL - COMBINING PLUS SIGN BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
85B5166682FD88E2D0FFE59E8C158F61,k̟ʲʰ,LATIN SMALL LETTER K - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
B06A1427BEDBE2BB37AF458556E568BB,k̟ʲʼ,LATIN SMALL LETTER K - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
AAF17177442FE1CE92EDB3F98540769C,ɬʲ,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
B2F9334D1BEF5CB7DFB2AE2ED9B4F5CD,ɬʲʼ,LATIN SMALL LETTER L WITH BELT - MODIFIER LETTER SMALL J - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
FF6C523F2A5DD002B5514706570EEE96,ɮʲ,LATIN SMALL LETTER LEZH - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
20C1F9AD9776790CC5F64837AE0C94FC,n̻,LATIN SMALL LETTER N - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
BB1834A39C9C6F2910C88A415CAC794E,o̞ː,LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
91F5F4C7A31EE9B8A67881CCEBA056A9,qχ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
0D9FD173012C61DF0ABA4BB4F4E846C0,qχʷ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
0E6B769D16BC510B7BCB6F4A77CAC233,qχʷʼ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER SMALL W - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
DFD4C33AE8EDC996AE9601F1F3032D40,qχʼ,LATIN SMALL LETTER Q - GREEK SMALL LETTER CHI - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
B8654231A8D23801B38D10EE554ACBD5,ʁ,LATIN LETTER SMALL CAPITAL INVERTED R,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
020B8B36617F0D60A3D983AF53439AAA,ʁʷ,LATIN LETTER SMALL CAPITAL INVERTED R - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
3D40216C9532536F883C5389136C5500,s̻,LATIN SMALL LETTER S - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
4563A9B9ABA1D0DBF14EDE55D11BE085,ʃʼ,LATIN SMALL LETTER ESH - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
3C1A1E9B9FED20D6AAA0A9A0F6EED3E6,t̻ʰ,LATIN SMALL LETTER T - COMBINING SQUARE BELOW - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
AEE57D41391C35872E483F0A8AB5BF0A,t̻s̻,LATIN SMALL LETTER T - COMBINING SQUARE BELOW - LATIN SMALL LETTER S - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
2847FFD8A3B97966D75DD33CE2CB69C3,t̻s̻ʼ,LATIN SMALL LETTER T - COMBINING SQUARE BELOW - LATIN SMALL LETTER S - COMBINING SQUARE BELOW - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
CDF158D18462B5A7E189D5D1CBD916BE,t̻ʼ,LATIN SMALL LETTER T - COMBINING SQUARE BELOW - MODIFIER LETTER APOSTROPHE,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
033ACAA664F151FC56BC9595526BCFA4,v,LATIN SMALL LETTER V,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
EB252A154777E7970835754CF71D5013,x̟ʲ,LATIN SMALL LETTER X - COMBINING PLUS SIGN BELOW - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
92B41E9C14B6FD2564CABDE05D20ED97,z̻,LATIN SMALL LETTER Z - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
E473B50B2D71F773C5CA69249A005329,ʔʷ,LATIN LETTER GLOTTAL STOP - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
55F94F929CDB58CDE9BE8333787E3A31,ʕ,LATIN LETTER PHARYNGEAL VOICED FRICATIVE,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,0,0,+,-,-,-,-,-,-,-
EF29C6F75A75513554A1F65706301CE2,a̟,LATIN SMALL LETTER A - COMBINING PLUS SIGN BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,0,-,0,-,-,+,-,-,-,0,-,-,0
258C639F2F822CD1D56805F5397712E4,e̞,LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,-,-,0
983ADF6F0E3D956C103BE19FB490FF5C,ə̆,LATIN SMALL LETTER SCHWA - COMBINING BREVE,vowel,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
CF50E15F866A7B9698A8F95C5C9B48B2,ɪ,LATIN LETTER SMALL CAPITAL I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,-,-,0
CCF0350A2EFEF792529909972278B165,o̞,LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
106C7FE93D986D037407524D08F3599A,ts,LATIN SMALL LETTER T - LATIN SMALL LETTER S,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
A2DFF488C07B9A11B5DF5EA37214750D,β,GREEK SMALL LETTER BETA,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
F8BC6EBDEC064D9A6E846CFD080DA110,˥˦,MODIFIER LETTER EXTRA-HIGH TONE BAR - MODIFIER LETTER HIGH TONE BAR,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71337C9E4205D44145532EBCA5DA4EEA,˧,MODIFIER LETTER MID TONE BAR,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7C4C9A7FC8E91E786EB462D2CA1F5BF,˩˨,MODIFIER LETTER EXTRA-LOW TONE BAR - MODIFIER LETTER LOW TONE BAR,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330D41249CF0C4909A4938BE6FCC9311,ãː,LATIN SMALL LETTER A - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
BE81A18FCCFFEDC9ACF3B18F14E766BD,ɖ,LATIN SMALL LETTER D WITH TAIL,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
D418E761F17614DCFCAE81181526DD99,ɖʐ,LATIN SMALL LETTER D WITH TAIL - LATIN SMALL LETTER Z WITH RETROFLEX HOOK,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
9B4FF3CA9C2C2CC0884F937ECD88C04D,ʂ,LATIN SMALL LETTER S WITH HOOK,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
64EABC4FDF5DE0BE02E889701FD34147,ʈ,LATIN SMALL LETTER T WITH RETROFLEX HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
4364823B8F03525E91440277AEC22689,ʈʰ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
0C125CB557D530881A8F1E46A3EB6F0C,ʈʂ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER S WITH HOOK,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
1221CD26FBA96262AA84D0449FF78413,ʈʂʰ,LATIN SMALL LETTER T WITH RETROFLEX HOOK - LATIN SMALL LETTER S WITH HOOK - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
BAC1076952BFA8DB102EB8888621C1B6,ũː,LATIN SMALL LETTER U - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
872DA50DAF7A7CF11DCBAE09F12F3AEF,ʐ͇,LATIN SMALL LETTER Z WITH RETROFLEX HOOK - COMBINING EQUALS SIGN BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
8E32B519FFFA1D3336C36200F8060969,ã,LATIN SMALL LETTER A - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
584E53EB5DC897FE333F996BB3854365,b̤,LATIN SMALL LETTER B - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
198E3EBE25854A256D6C67EF286FA260,d̪,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
8102B48ED662ED3BEC1E6C024596DF4F,d̪̤,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
6D9557888F3B3AF0CE9FDFC5E8A3E00A,d̪ː,LATIN SMALL LETTER D - COMBINING BRIDGE BELOW - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
029914817EE9A3EA4598C8EF2F6AC7AE,d̠ʒ̤,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
9AD7379E9EDE0754E848B483E75FC61F,d̠ʒː,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
D32D22D7FB8C895910556E91EE6B372A,ɖ̤,LATIN SMALL LETTER D WITH TAIL - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
2962E0E45A42529409A2FC2971C45998,ɖː,LATIN SMALL LETTER D WITH TAIL - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
9D43C0121B4098359DE849B298AD20F0,ẽ̞,LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,-,-,0
A7A636A2D029DB47667662F977FC21D8,ẽ̞ː,LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,-,-,0
D9B28B2D674EBA4B03C38B36D77E563E,ə,LATIN SMALL LETTER SCHWA,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
ED921AC9F6C2ABBAC1602F39891DADCF,əː,LATIN SMALL LETTER SCHWA - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
99BEFB40F8A6555031418CD050561EEE,ɡ̤,LATIN SMALL LETTER SCRIPT G - COMBINING DIAERESIS BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
A9F45477DAC8AB8BB14C84275ED3690F,ĩ,LATIN SMALL LETTER I - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
70B73BACB06AB6CCEBE6E6710EBB7BE6,ĩː,LATIN SMALL LETTER I - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
F3826EE83410EA00A7C1DF89AC317CAF,jː,LATIN SMALL LETTER J - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-
35B6E18B055F7621FA32D24600C7EDC6,kː,LATIN SMALL LETTER K - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
02CD835C8B5754AB3DB22940C8405C85,lː,LATIN SMALL LETTER L - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
2ED41B5E874292EB0C3BBC6F31DC6FCC,n̪,LATIN SMALL LETTER N - COMBINING BRIDGE BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
6838968A8DAA29313F3FD0EF4CE0AF3C,ɳ,LATIN SMALL LETTER N WITH RETROFLEX HOOK,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
38C66BF218C24DA30D3C74A7BEC9BD2B,õ̞,LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
6F35AD3032887211A8C09EF6DE57E4B1,õ̞ː,LATIN SMALL LETTER O - COMBINING DOWN TACK BELOW - COMBINING TILDE - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
DAA293A200C8597396725116EC9D5654,pː,LATIN SMALL LETTER P - MODIFIER LETTER TRIANGULAR COLON,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
3EDAF6216EB1BA30820F52754A2515EA,r̠,LATIN SMALL LETTER R - COMBINING MINUS SIGN BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
