ID,Name,Description,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
E66206180174A4AA80B991C8D5A42DF0,d̠ʒʱ,LATIN SMALL LETTER D - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER EZH - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
86A6615EB31C6099D0242C013EF0CB05,ɗʱ,LATIN SMALL LETTER D WITH HOOK - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,+,-
2834DBE208519761437F67022B9C4607,ɡʱ,LATIN SMALL LETTER SCRIPT G - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
30E4C853AD81C6F97C820F19E0165CA0,jʱ,LATIN SMALL LETTER J - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,+,-,-,-,-,-
7E8C4200C656D6E55A890E42E24BEE70,mʱ,LATIN SMALL LETTER M - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
83355453DB86C8D5A3EA0D36C49D6108,nʱ,LATIN SMALL LETTER N - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
D80DDA5C766FF6FB95414855C3F35DF8,ɾʱ,LATIN SMALL LETTER R WITH FISHHOOK - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
3F5BBFDABDC260DF618B06CCA330D500,wʱ,LATIN SMALL LETTER W - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,+,-,-,-,-,-
54E8DB7BBF6DAF8BC6FB0DBF0F5C9EA6,ˀp,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER P,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,"+,-",-,-,-,-
FCE7A178F3B224872678D977525527D8,ˀt,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER T,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,"+,-",-,-,-,-
1F3D5E2720F0AF12D6543566B7743A36,ŋɣ,LATIN SMALL LETTER ENG - LATIN SMALL LETTER GAMMA,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
2BCDBCE7DAAF25208D3503642417C1A5,ŋb,LATIN SMALL LETTER ENG - LATIN SMALL LETTER B,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
9B0983D4D369B95703A085D2FB4124AA,ue,LATIN SMALL LETTER U - LATIN SMALL LETTER E,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
63CD412322D571F5E7A86EF13A2A5684,ea,LATIN SMALL LETTER E - LATIN SMALL LETTER A,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"-,+","+,-",-,+,-,-,+,-,-,-,0,-,-,0
6CA672252AAAD9B7453EFA40BB356707,oa,LATIN SMALL LETTER O - LATIN SMALL LETTER A,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",+,-,-,+,-,-,-,0,-,-,0
1CED68C939B33CA30CB89770A662E5B1,ɾ̥,LATIN SMALL LETTER R WITH FISHHOOK - COMBINING RING BELOW,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
638362CDD37FDE8A01ABD3358AE8B132,nɡ,LATIN SMALL LETTER N - LATIN SMALL LETTER SCRIPT G,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,"+,-",+,-,-,"-,+",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
11569736E8FFFFBAC009D8E75E5D1F78,cʲ,LATIN SMALL LETTER C - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
A2D155594BDBE2E01056BCD729DBA0F0,cʷ,LATIN SMALL LETTER C - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
EFA8640F3894DBD0929E8B89E18BDF0C,ɟʲ,LATIN SMALL LETTER DOTLESS J WITH STROKE - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
BF62CD41E4712EBE05DFF06248B61F01,ɲcʲ,LATIN SMALL LETTER N WITH LEFT HOOK - LATIN SMALL LETTER C - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,-,-,-,-,-,-
4B7855340AF892F354DCD3EB6DBC99D3,ao,LATIN SMALL LETTER A - LATIN SMALL LETTER O,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
92FE79D047C21F4D056F7BF300BDEFF0,ɟʱ,LATIN SMALL LETTER DOTLESS J WITH STROKE - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-
F9AF7F69BAF784734B0A933BC629BCCA,oi,LATIN SMALL LETTER O - LATIN SMALL LETTER I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
2537645BDE02B4D5397D041225C0C35C,ɽʱ,LATIN SMALL LETTER R WITH TAIL - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
341F1EE7BB8900E348EAE0FF7D89EEF9,ˀɗ,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER D WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,"+,-",-,-,+,-
0F898536114B87DB689DE6F519D871C7,ˀɟ,MODIFIER LETTER GLOTTAL STOP - LATIN SMALL LETTER DOTLESS J WITH STROKE,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,"+,-",-,-,-,-
3649FB0AF894ECF74399C9B5AE4EFB3A,ei,LATIN SMALL LETTER E - LATIN SMALL LETTER I,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,-,-,0
2ACE347893543DDC9E1B5194E574A95E,eu,LATIN SMALL LETTER E - LATIN SMALL LETTER U,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
ABF384858047DB0210A89F0502E90C82,dʱ,LATIN SMALL LETTER D - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
CB610CAB6FE2220917C929580F1730E5,dzʱ,LATIN SMALL LETTER D - LATIN SMALL LETTER Z - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
8CE75C9AC61BF1668603876DCD7F123E,ntʰ,LATIN SMALL LETTER N - LATIN SMALL LETTER T - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,"+,-",-,"-,+",-,-,-,-,-
E194642955119ED3EF3897897619B0FD,ɠɓ,LATIN SMALL LETTER G WITH HOOK - LATIN SMALL LETTER B WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,+,-
82D3CEC9D54DFBC7619D0B9EF5F4993E,wʲ,LATIN SMALL LETTER W - MODIFIER LETTER SMALL J,consonant,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-
6C3F7787E19CBD1433EF2DB705910E67,pʷʰ,LATIN SMALL LETTER P - MODIFIER LETTER SMALL W - MODIFIER LETTER SMALL H,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
341131B3DF9706B42FD673983E781075,ŋmʷ,LATIN SMALL LETTER ENG - LATIN SMALL LETTER M - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",+,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
83145735AAAF58F0758F3C0B8A0D25F1,nɟ,LATIN SMALL LETTER N - LATIN SMALL LETTER DOTLESS J WITH STROKE,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,"+,-","-,+",-,"-,+",+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
A66006789C0D5D1A4E620C2E06A6DA03,tsʷ,LATIN SMALL LETTER T - LATIN SMALL LETTER S - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
352FFEB26B0E7F205B0984237275408D,eə,LATIN SMALL LETTER E - LATIN SMALL LETTER SCHWA,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,"+,-",-,"+,-",-,-,+,-,-,-,0,-,-,0
087907250C10519FF844CF30645DC38B,i̯a,LATIN SMALL LETTER I - COMBINING INVERTED BREVE BELOW - LATIN SMALL LETTER A,vowel,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,0,-,-,0
036B3349D1A0DFDE1A34D9B9D35F1D6A,i̯ɔ,LATIN SMALL LETTER I - COMBINING INVERTED BREVE BELOW - LATIN SMALL LETTER OPEN O,vowel,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-",-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
CDBF428566F90ADA9B14813D5E5C48EB,i̯u,LATIN SMALL LETTER I - COMBINING INVERTED BREVE BELOW - LATIN SMALL LETTER U,vowel,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
3E8706977F0C1AA30EDA45C018CA2E42,oe̞,LATIN SMALL LETTER O - LATIN SMALL LETTER E - COMBINING DOWN TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
32C0D7053CBD7A757FF731837B22F4EF,u̯ə,LATIN SMALL LETTER U - COMBINING INVERTED BREVE BELOW - LATIN SMALL LETTER SCHWA,vowel,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,-,"+,-","+,-",-,-,+,-,-,-,0,-,-,0
93669653A14351D91C5DE5662A03FAFE,ʉ̃,LATIN SMALL LETTER U BAR - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
D17CE01E5AFD7AA148785E96513B07CA,ʡ,LATIN LETTER GLOTTAL STOP WITH STROKE,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,+,-,-,-,-,-,-
D8D90F1D532EF3F97A790D44138CD84F,a̤ː,LATIN SMALL LETTER A - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,+,-,0,-,-,0
5365D21020FED76115C4068D65068C86,æ̤,LATIN SMALL LETTER AE - COMBINING DIAERESIS BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,+,-,0,-,-,0
D7538776DCDD173047F404B8BFEFF0F2,æ̤ː,LATIN SMALL LETTER AE - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,+,-,0,-,-,0
00E8D7AA54DA6608BA331AAA34433632,ɛ̤ː,LATIN SMALL LETTER OPEN E - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,+,-,0,-,-,0
ECBC3DD53A3B8432EDC58D10FDE2CD3E,i̤ː,LATIN SMALL LETTER I - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,+,-,0,-,-,0
FFA2D63FC14357632A2F058E18788722,o̤ː,LATIN SMALL LETTER O - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,+,-,0,-,-,0
356907F59BCB3344A212F7301437143B,ɔ̤ː,LATIN SMALL LETTER OPEN O - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,+,-,0,-,-,0
73EA9B2956D48C401C51F225FFFE0CE2,ɵ̤,LATIN SMALL LETTER BARRED O - COMBINING DIAERESIS BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,+,-,-,+,-,+,-,0,-,-,0
4302AE5A7D703D1E726E3BD6992CC83F,ɵ̤ː,LATIN SMALL LETTER BARRED O - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,+,-,-,+,-,+,-,0,-,-,0
FA08DC1488A24A905B4DAEF6744F4A74,ṳː,LATIN SMALL LETTER U - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,+,-,0,-,-,0
5CB433F316129C1D79B06FAB958C7A57,ʊ̤,LATIN SMALL LETTER UPSILON - COMBINING DIAERESIS BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,+,-,0,-,-,0
002A59D020AF2D2E20A02B5A89F2B6E1,ʊ̤ː,LATIN SMALL LETTER UPSILON - COMBINING DIAERESIS BELOW - MODIFIER LETTER TRIANGULAR COLON,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,+,-,0,-,-,0
85B1FB573B5ED0E72085FA3DE57155C1,ɱ̥f,LATIN SMALL LETTER M WITH HOOK - COMBINING RING BELOW - LATIN SMALL LETTER F,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
9A9BB2CBD663FD8D4C34BEEF3A27BA76,n̥ʃ,LATIN SMALL LETTER N - COMBINING RING BELOW - LATIN SMALL LETTER ESH,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,"+,-","-,+","-,+",-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
CF0549B795C3319372142F1153AAC581,n̠̥t̠ʃ,LATIN SMALL LETTER N - COMBINING MINUS SIGN BELOW - COMBINING RING BELOW - LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH,consonant,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
8154FCBD2FE28F50ACBB8F417E14B8BF,ay,LATIN SMALL LETTER A - LATIN SMALL LETTER Y,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
123527C95EED1EF0DCDEAFC4FA6CDA0C,ɖʱ,LATIN SMALL LETTER D WITH TAIL - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
D6B0B0D3D17312DE7A6D95CBB85ACF61,vʱ,LATIN SMALL LETTER V - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
A086DA644393AAC510E33F8252D58BE4,k̰ʷ,LATIN SMALL LETTER K - COMBINING TILDE BELOW - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,+,-,-,-,-
5F56109919462DDAA2B294300E40C3EA,q̰ʷ,LATIN SMALL LETTER Q - COMBINING TILDE BELOW - MODIFIER LETTER SMALL W,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,+,-,-,-,-
E4543A4724B65B05D17F8D69B0FDEC53,s̰,LATIN SMALL LETTER S - COMBINING TILDE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
3BF061602328921B3DB56E3BE972EDF7,ae,LATIN SMALL LETTER A - LATIN SMALL LETTER E,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
3D457C943F85F43E21E03199DA3B727B,oe,LATIN SMALL LETTER O - LATIN SMALL LETTER E,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
C9302BE2E4F243BF5279EE741832BB9B,b̻,LATIN SMALL LETTER B - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,0,+,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
C8B42736801BC9B2958E59403CDC1A5C,k̻,LATIN SMALL LETTER K - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,0,+,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
19A1C61F1A90C603985362CEA256D63D,p̻,LATIN SMALL LETTER P - COMBINING SQUARE BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,0,+,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
1BB95EDC77BFC8071367FCFDC5830DCA,n̺,LATIN SMALL LETTER N - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
85D9EAD1314F1337C67A94D70430DFB4,o˞,LATIN SMALL LETTER O - MODIFIER LETTER RHOTIC HOOK,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
81345F12922D0D6811F6BE87C0593038,r̺,LATIN SMALL LETTER R - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
995D91FC168880815FFC96F9436ADEC9,s̺,LATIN SMALL LETTER S - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
C6FAEC5142C263115CD52B0C7B9211C8,t̺s̺,LATIN SMALL LETTER T - COMBINING INVERTED BRIDGE BELOW - LATIN SMALL LETTER S - COMBINING INVERTED BRIDGE BELOW,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
AE433C93E6A2ECDA7EC976A624E9BDEF,c̰,LATIN SMALL LETTER C - COMBINING TILDE BELOW,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,+,-,-,-,-
7164E1858128057AE50865BD30B2C78A,˧˦˧,MODIFIER LETTER MID TONE BAR - MODIFIER LETTER HIGH TONE BAR - MODIFIER LETTER MID TONE BAR,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6CDC690924FF3FB9EBEA1A4BF0122C67,e̝,LATIN SMALL LETTER E - COMBINING UP TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,0,-,+,-,+,-,-,+,-,-,-,0,-,-,0
7D3581E66B87A5394BBC4CD071784D2D,o̝,LATIN SMALL LETTER O - COMBINING UP TACK BELOW,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,0,-,-,+,+,-,-,+,-,-,-,0,-,-,0
FB0C9A61996D187DAACD9A1CA1D3C1DE,æe,LATIN SMALL LETTER AE - LATIN SMALL LETTER E,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
B3DF58036F29FC66C75F30E8DC0444D5,iã,LATIN SMALL LETTER I - LATIN SMALL LETTER A - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,"-,+",-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,0,-,-,0
42DCFF84A6EFD62DB9A468FEC529E4DF,ɪa,LATIN LETTER SMALL CAPITAL I - LATIN SMALL LETTER A,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,-,-,-,+,-,-,-,0,-,-,0
25467595520509780FAD9181AD399988,ɪã,LATIN LETTER SMALL CAPITAL I - LATIN SMALL LETTER A - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,"-,+",-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,-,-,-,+,-,-,-,0,-,-,0
45B6487539499C755E1189EC1B93F5A3,ɪʌ,LATIN LETTER SMALL CAPITAL I - LATIN SMALL LETTER TURNED V,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,"+,-","-,+",-,-,-,+,-,-,-,0,-,-,0
7E4085A2D797B8DD0AA331521B2056A7,lʱ,LATIN SMALL LETTER L - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
7FAAFCA2DFE14C9FA3A05DE56D5C19A4,ɳʱ,LATIN SMALL LETTER N WITH RETROFLEX HOOK - MODIFIER LETTER SMALL H WITH HOOK,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
61640D2E5274E4411B7254A85170CCF5,uẽ,LATIN SMALL LETTER U - LATIN SMALL LETTER E - COMBINING TILDE,vowel,0,-,+,-,-,-,+,+,0,+,-,-,"-,+",-,"+,-",+,-,-,0,0,0,+,"+,-",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
7B19DF4EAB2A03B16BE2C19165F2F68E,ʊa,LATIN SMALL LETTER UPSILON - LATIN SMALL LETTER A,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",-,-,-,+,-,-,-,0,-,-,0
9BF3A5071ED322D5FDD5E024EE825977,ʊe,LATIN SMALL LETTER UPSILON - LATIN SMALL LETTER E,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,-,-,0
